payroll_id,driver_id,pay_period_start,pay_period_end,payment_date,base_salary_usd,trip_bonuses_usd,performance_bonus_usd,overtime_hours,overtime_pay_usd,deductions_usd,net_pay_usd,payment_method,payment_status,trips_completed,total_distance_km
PAY-00188,DRV-038,2024-02-01,2024-02-29,2024-03-05,782,0.0,47.16,6,40.3,103.14,766.32,Bank Transfer,Paid,0,0
PAY-00189,DRV-039,2024-02-01,2024-02-29,2024-03-05,734,0.0,0,22,119.8,110.52,743.29,Bank Transfer,Paid,0,0
PAY-00190,DRV-040,2024-02-01,2024-02-29,2024-03-05,802,8.31,28.44,4,24.47,120.11,743.1,Bank Transfer,Paid,1,76
PAY-00191,DRV-041,2024-02-01,2024-02-29,2024-03-05,730,43.06,0,16,92.84,116.19,749.71,Bank Transfer,Paid,4,2588
PAY-00192,DRV-042,2024-02-01,2024-02-29,2024-03-05,825,0.0,0,1,6.23,103.75,727.48,Bank Transfer,Paid,0,0
PAY-00193,DRV-043,2024-02-01,2024-02-29,2024-03-05,798,0.0,0,20,124.3,98.92,823.38,Bank Transfer,Paid,0,0
PAY-00194,DRV-044,2024-02-01,2024-02-29,2024-03-05,678,47.73,44.92,7,42.27,87.8,725.12,Bank Transfer,Paid,4,1823
PAY-00195,DRV-045,2024-02-01,2024-02-29,2024-03-05,883,0.0,45.84,19,124.99,142.81,911.02,Bank Transfer,Paid,0,0
PAY-00196,DRV-046,2024-02-01,2024-02-29,2024-03-05,847,0.0,64.52,22,126.35,112.93,924.94,Bank Transfer,Paid,0,0
PAY-00197,DRV-047,2024-02-01,2024-02-29,2024-03-05,800,98.62,27.55,12,62.03,111.63,876.57,Bank Transfer,Paid,12,8401
PAY-00198,DRV-048,2024-02-01,2024-02-29,2024-03-05,909,36.63,71.72,9,52.65,152.6,917.4,Bank Transfer,Paid,4,2060
PAY-00199,DRV-049,2024-02-01,2024-02-29,2024-03-05,691,0.0,44.72,22,153.07,114.65,774.13,Bank Transfer,Paid,0,0
PAY-00200,DRV-050,2024-02-01,2024-02-29,2024-03-05,918,0.0,40.27,24,158.72,152.99,964.0,Bank Transfer,Paid,0,0
PAY-00201,DRV-051,2024-02-01,2024-02-29,2024-03-05,679,0.0,45.16,25,162.22,90.95,795.44,Bank Transfer,Paid,0,0
PAY-00202,DRV-052,2024-02-01,2024-02-29,2024-03-05,869,0.0,48.55,22,130.08,150.85,896.78,Bank Transfer,Paid,0,0
PAY-00203,DRV-053,2024-02-01,2024-02-29,2024-03-05,903,0.0,48.64,15,83.8,161.47,873.97,Bank Transfer,Paid,0,0
PAY-00204,DRV-054,2024-02-01,2024-02-29,2024-03-05,709,57.44,18.42,23,150.05,91.87,843.04,Bank Transfer,Paid,5,3158
PAY-00205,DRV-055,2024-02-01,2024-02-29,2024-03-05,665,20.44,0,2,10.81,112.46,583.79,Bank Transfer,Paid,2,1712
PAY-00206,DRV-056,2024-02-01,2024-02-29,2024-03-05,771,26.51,61.28,14,88.56,129.43,817.92,Bank Transfer,Paid,3,1720
PAY-00207,DRV-057,2024-02-01,2024-02-29,2024-03-05,841,8.13,0,1,5.38,137.84,716.67,Bank Transfer,Paid,1,107
PAY-00208,DRV-058,2024-02-01,2024-02-29,2024-03-05,881,0.0,39.5,15,91.82,151.58,860.74,Bank Transfer,Paid,0,0
PAY-00209,DRV-059,2024-02-01,2024-02-29,2024-03-05,801,0.0,39.65,12,83.22,122.43,801.45,Bank Transfer,Paid,0,0
PAY-00210,DRV-060,2024-02-01,2024-02-29,2024-03-05,657,24.08,45.18,2,10.95,81.02,656.19,Bank Transfer,Paid,3,1840
PAY-00211,DRV-061,2024-02-01,2024-02-29,2024-03-05,670,0.0,58.87,20,131.34,83.25,776.96,Bank Transfer,Paid,0,0
PAY-00212,DRV-062,2024-02-01,2024-02-29,2024-03-05,661,0.0,68.85,3,16.77,90.22,656.39,Bank Transfer,Paid,0,0
PAY-00213,DRV-063,2024-02-01,2024-02-29,2024-03-05,777,0.0,44.01,1,6.12,135.19,691.93,Bank Transfer,Paid,0,0
PAY-00214,DRV-064,2024-02-01,2024-02-29,2024-03-05,709,0.0,0,15,82.88,111.45,680.42,Bank Transfer,Paid,0,0
PAY-00215,DRV-065,2024-02-01,2024-02-29,2024-03-05,711,20.04,39.64,8,50.2,121.9,698.97,Bank Transfer,Paid,2,1431
PAY-00216,DRV-066,2024-02-01,2024-02-29,2024-03-05,714,0.0,32.69,15,103.6,116.6,733.69,Bank Transfer,Paid,0,0
PAY-00217,DRV-067,2024-02-01,2024-02-29,2024-03-05,907,0.0,0,4,21.62,109.76,818.85,Bank Transfer,Paid,0,0
PAY-00218,DRV-068,2024-02-01,2024-02-29,2024-03-05,743,0.0,38.52,1,6.89,89.66,698.75,Bank Transfer,Paid,0,0
PAY-00219,DRV-069,2024-02-01,2024-02-29,2024-03-05,689,0.0,0,4,21.08,100.2,609.88,Bank Transfer,Paid,0,0
PAY-00220,DRV-070,2024-02-01,2024-02-29,2024-03-05,702,57.04,0,25,168.13,102.15,825.01,Bank Transfer,Paid,6,4356
PAY-00221,DRV-071,2024-02-01,2024-02-29,2024-03-05,776,65.09,57.59,13,82.23,135.36,845.55,Bank Transfer,Paid,7,4269
PAY-00222,DRV-072,2024-02-01,2024-02-29,2024-03-05,738,0.0,42.91,10,67.83,95.79,752.96,Bank Transfer,Paid,0,0
PAY-00223,DRV-073,2024-02-01,2024-02-29,2024-03-05,670,0.0,40.65,5,29.6,92.31,647.94,Bank Transfer,Paid,0,0
PAY-00224,DRV-074,2024-02-01,2024-02-29,2024-03-05,913,0.0,31.81,9,48.95,149.99,843.77,Bank Transfer,Paid,0,0
PAY-00225,DRV-075,2024-02-01,2024-02-29,2024-03-05,801,0.0,0,9,57.02,99.74,758.29,Bank Transfer,Paid,0,0
PAY-00226,DRV-076,2024-02-01,2024-02-29,2024-03-05,909,27.15,34.09,16,88.62,116.78,942.07,Bank Transfer,Paid,3,968
PAY-00227,DRV-077,2024-02-01,2024-02-29,2024-03-05,890,83.12,31.73,22,121.55,112.71,1013.68,Bank Transfer,Paid,7,4958
PAY-00228,DRV-078,2024-02-01,2024-02-29,2024-03-05,895,10.99,29.11,18,112.62,119.59,928.12,Bank Transfer,Paid,1,69
PAY-00229,DRV-079,2024-02-01,2024-02-29,2024-03-05,915,0.0,22.93,25,165.53,157.11,946.35,Bank Transfer,Paid,0,0
PAY-00230,DRV-080,2024-02-01,2024-02-29,2024-03-05,771,38.83,0,21,121.04,129.04,801.83,Bank Transfer,Paid,4,2848
PAY-00231,DRV-081,2024-02-01,2024-02-29,2024-03-05,930,0.0,0,20,111.99,165.41,876.58,Bank Transfer,Paid,0,0
PAY-00232,DRV-082,2024-02-01,2024-02-29,2024-03-05,690,0.0,50.57,7,41.74,91.61,690.71,Bank Transfer,Paid,0,0
PAY-00233,DRV-083,2024-02-01,2024-02-29,2024-03-05,818,0.0,0,4,21.99,101.74,738.25,Bank Transfer,Paid,0,0
PAY-00234,DRV-084,2024-02-01,2024-02-29,2024-03-05,933,0.0,0,14,78.01,123.58,887.43,Bank Transfer,Paid,0,0
PAY-00235,DRV-085,2024-02-01,2024-02-29,2024-03-05,700,27.29,29.82,23,151.07,99.02,809.17,Bank Transfer,Paid,3,2179
PAY-00236,DRV-086,2024-02-01,2024-02-29,2024-03-05,670,0.0,58.22,6,32.1,86.33,673.99,Bank Transfer,Paid,0,0
PAY-00237,DRV-087,2024-02-01,2024-02-29,2024-03-05,944,0.0,58.11,16,89.92,136.67,955.37,Bank Transfer,Paid,0,0
PAY-00238,DRV-088,2024-02-01,2024-02-29,2024-03-05,668,0.0,30.13,25,136.35,107.85,726.63,Bank Transfer,Paid,0,0
PAY-00239,DRV-089,2024-02-01,2024-02-29,2024-03-05,833,23.6,47.72,1,6.37,104.52,806.17,Bank Transfer,Paid,2,655
PAY-00240,DRV-090,2024-02-01,2024-02-29,2024-03-05,797,0.0,0,18,98.86,115.31,780.55,Bank Transfer,Paid,0,0
PAY-00241,DRV-091,2024-02-01,2024-02-29,2024-03-05,772,0.0,36.29,25,168.55,117.93,858.91,Bank Transfer,Paid,0,0
PAY-00242,DRV-092,2024-02-01,2024-02-29,2024-03-05,820,11.99,0,20,106.78,113.32,825.45,Bank Transfer,Paid,1,988
PAY-00243,DRV-093,2024-02-01,2024-02-29,2024-03-05,678,0.0,0,24,142.07,118.36,701.7,Bank Transfer,Paid,0,0
PAY-00244,DRV-094,2024-02-01,2024-02-29,2024-03-05,775,0.0,59.51,16,81.46,99.83,816.14,Bank Transfer,Paid,0,0
PAY-00245,DRV-095,2024-02-01,2024-02-29,2024-03-05,895,0.0,0,24,156.64,130.62,921.02,Bank Transfer,Paid,0,0
PAY-00246,DRV-096,2024-02-01,2024-02-29,2024-03-05,926,0.0,0,7,39.97,163.0,802.97,Bank Transfer,Paid,0,0
PAY-00247,DRV-097,2024-02-01,2024-02-29,2024-03-05,948,0.0,51.45,2,13.05,153.94,858.55,Bank Transfer,Paid,0,0
PAY-00248,DRV-098,2024-02-01,2024-02-29,2024-03-05,809,0.0,0,10,65.92,130.91,744.0,Bank Transfer,Paid,0,0
PAY-00249,DRV-099,2024-02-01,2024-02-29,2024-03-05,834,72.79,0,11,63.8,106.15,864.44,Bank Transfer,Paid,9,6500
PAY-00250,DRV-100,2024-02-01,2024-02-29,2024-03-05,892,0.0,50.47,20,126.9,129.48,939.89,Bank Transfer,Paid,0,0
PAY-00251,DRV-101,2024-02-01,2024-02-29,2024-03-05,780,35.73,71.24,12,80.95,124.06,843.86,Bank Transfer,Paid,3,1807
PAY-00252,DRV-102,2024-02-01,2024-02-29,2024-03-05,908,0.0,0,14,70.94,154.27,824.67,Bank Transfer,Paid,0,0
PAY-00253,DRV-103,2024-02-01,2024-02-29,2024-03-05,724,38.71,40.64,6,40.8,103.67,740.48,Bank Transfer,Paid,4,2549
PAY-00254,DRV-104,2024-02-01,2024-02-29,2024-03-05,699,11.35,24.35,23,147.58,96.48,785.79,Bank Transfer,Paid,1,1122
PAY-00255,DRV-105,2024-02-01,2024-02-29,2024-03-05,856,58.82,50.39,16,95.16,110.37,950.0,Bank Transfer,Paid,6,4220
PAY-00256,DRV-106,2024-02-01,2024-02-29,2024-03-05,796,0.0,37.67,11,75.88,107.68,801.87,Bank Transfer,Paid,0,0
PAY-00257,DRV-107,2024-02-01,2024-02-29,2024-03-05,850,0.0,0,23,141.88,124.85,867.04,Bank Transfer,Paid,0,0
PAY-00258,DRV-108,2024-02-01,2024-02-29,2024-03-05,692,0.0,0,3,18.33,97.66,612.67,Bank Transfer,Paid,0,0
PAY-00259,DRV-109,2024-02-01,2024-02-29,2024-03-05,929,16.93,58.77,14,92.34,144.63,952.4,Bank Transfer,Paid,2,1153
PAY-00260,DRV-110,2024-02-01,2024-02-29,2024-03-05,831,0.0,39.29,5,27.6,138.82,759.07,Bank Transfer,Paid,0,0
PAY-00261,DRV-111,2024-02-01,2024-02-29,2024-03-05,816,0.0,72.83,23,158.97,107.77,940.03,Bank Transfer,Paid,0,0
PAY-00262,DRV-112,2024-02-01,2024-02-29,2024-03-05,760,0.0,0,5,25.9,119.29,666.61,Bank Transfer,Paid,0,0
PAY-00263,DRV-113,2024-02-01,2024-02-29,2024-03-05,709,0.0,0,24,148.78,111.8,745.98,Bank Transfer,Paid,0,0
PAY-00264,DRV-114,2024-02-01,2024-02-29,2024-03-05,776,0.0,0,4,22.83,134.46,664.37,Bank Transfer,Paid,0,0
PAY-00265,DRV-115,2024-02-01,2024-02-29,2024-03-05,686,0.0,0,25,146.23,110.68,721.55,Bank Transfer,Paid,0,0
PAY-00266,DRV-116,2024-02-01,2024-02-29,2024-03-05,878,11.09,50.8,15,77.4,115.33,901.97,Bank Transfer,Paid,1,340
PAY-00267,DRV-117,2024-02-01,2024-02-29,2024-03-05,714,11.65,0,12,83.42,101.1,707.97,Bank Transfer,Paid,1,147
PAY-00268,DRV-118,2024-02-01,2024-02-29,2024-03-05,820,0.0,0,9,60.65,131.43,749.22,Bank Transfer,Paid,0,0
PAY-00269,DRV-119,2024-02-01,2024-02-29,2024-03-05,651,59.35,42.11,21,139.5,82.56,809.4,Bank Transfer,Paid,7,3566
PAY-00270,DRV-120,2024-02-01,2024-02-29,2024-03-05,723,0.0,57.14,8,47.97,116.63,711.48,Bank Transfer,Paid,0,0
PAY-00271,DRV-121,2024-02-01,2024-02-29,2024-03-05,751,0.0,61.73,1,6.97,104.89,714.81,Bank Transfer,Paid,0,0
PAY-00272,DRV-122,2024-02-01,2024-02-29,2024-03-05,677,61.91,0,22,120.19,113.76,745.34,Bank Transfer,Paid,6,2430
PAY-00273,DRV-123,2024-02-01,2024-02-29,2024-03-05,805,0.0,32.18,11,56.05,98.68,794.54,Bank Transfer,Paid,0,0
PAY-00274,DRV-124,2024-02-01,2024-02-29,2024-03-05,923,0.0,47.17,2,10.81,129.01,851.97,Bank Transfer,Paid,0,0
PAY-00275,DRV-125,2024-02-01,2024-02-29,2024-03-05,726,59.76,0,9,47.88,115.84,717.8,Bank Transfer,Paid,6,4768
PAY-00276,DRV-126,2024-02-01,2024-02-29,2024-03-05,687,0.0,0,24,139.38,88.39,737.98,Bank Transfer,Paid,0,0
PAY-00277,DRV-127,2024-02-01,2024-02-29,2024-03-05,783,0.0,25.37,6,37.55,112.02,733.9,Bank Transfer,Paid,0,0
PAY-00278,DRV-128,2024-02-01,2024-02-29,2024-03-05,700,0.0,34.94,16,109.89,85.56,759.26,Bank Transfer,Paid,0,0
PAY-00279,DRV-129,2024-02-01,2024-02-29,2024-03-05,832,21.73,42.32,7,39.14,101.42,833.77,Bank Transfer,Paid,2,1369
PAY-00280,DRV-130,2024-02-01,2024-02-29,2024-03-05,881,9.79,47.58,24,152.88,109.07,982.19,Bank Transfer,Paid,1,1359
PAY-00281,DRV-131,2024-02-01,2024-02-29,2024-03-05,811,0.0,0,17,108.17,101.83,817.34,Bank Transfer,Paid,0,0
PAY-00282,DRV-132,2024-02-01,2024-02-29,2024-03-05,687,35.65,56.75,0,0.0,113.16,666.23,Bank Transfer,Paid,3,679
PAY-00283,DRV-133,2024-02-01,2024-02-29,2024-03-05,670,54.92,44.99,2,12.96,103.91,678.95,Bank Transfer,Paid,5,2107
PAY-00284,DRV-134,2024-02-01,2024-02-29,2024-03-05,840,0.0,0,13,83.51,119.74,803.78,Bank Transfer,Paid,0,0
PAY-00285,DRV-135,2024-02-01,2024-02-29,2024-03-05,658,0.0,60.88,7,43.84,103.62,659.11,Bank Transfer,Paid,0,0
PAY-00286,DRV-136,2024-02-01,2024-02-29,2024-03-05,810,0.0,40.86,0,0.0,115.72,735.14,Bank Transfer,Paid,0,0
PAY-00287,DRV-137,2024-02-01,2024-02-29,2024-03-05,848,0.0,0,7,48.17,136.35,759.81,Bank Transfer,Paid,0,0
PAY-00288,DRV-138,2024-02-01,2024-02-29,2024-03-05,746,39.55,44.5,7,37.59,107.64,760.0,Bank Transfer,Paid,4,3585
PAY-00289,DRV-139,2024-02-01,2024-02-29,2024-03-05,677,0.0,0,4,24.55,103.14,598.41,Bank Transfer,Paid,0,0
PAY-00290,DRV-140,2024-02-01,2024-02-29,2024-03-05,693,18.08,0,5,30.79,110.02,631.86,Bank Transfer,Paid,2,231
PAY-00291,DRV-141,2024-02-01,2024-02-29,2024-03-05,875,0.0,20.93,17,104.67,135.83,864.77,Bank Transfer,Paid,0,0
PAY-00292,DRV-142,2024-02-01,2024-02-29,2024-03-05,692,0.0,63.05,23,157.22,112.27,800.0,Bank Transfer,Paid,0,0
PAY-00293,DRV-143,2024-02-01,2024-02-29,2024-03-05,680,0.0,64.21,14,70.37,117.36,697.23,Bank Transfer,Paid,0,0
PAY-00294,DRV-144,2024-02-01,2024-02-29,2024-03-05,905,0.0,0,6,34.93,116.5,823.43,Bank Transfer,Paid,0,0
PAY-00295,DRV-145,2024-02-01,2024-02-29,2024-03-05,831,0.0,0,19,105.75,120.93,815.82,Bank Transfer,Paid,0,0
PAY-00296,DRV-146,2024-02-01,2024-02-29,2024-03-05,872,0.0,0,6,39.42,146.84,764.58,Bank Transfer,Paid,0,0
PAY-00297,DRV-147,2024-02-01,2024-02-29,2024-03-05,674,10.41,30.76,23,159.4,108.68,765.89,Bank Transfer,Paid,1,1402
PAY-00298,DRV-148,2024-02-01,2024-02-29,2024-03-05,796,0.0,0,12,75.43,127.36,744.07,Bank Transfer,Paid,0,0
PAY-00299,DRV-149,2024-02-01,2024-02-29,2024-03-05,792,0.0,0,5,27.32,104.41,714.91,Bank Transfer,Paid,0,0
PAY-00300,DRV-150,2024-02-01,2024-02-29,2024-03-05,828,0.0,58.93,21,129.12,101.01,915.04,Bank Transfer,Paid,0,0
PAY-00301,DRV-001,2024-03-01,2024-03-31,2024-04-05,889,37.28,53.84,10,50.14,118.63,911.64,Bank Transfer,Paid,4,3021
PAY-00302,DRV-002,2024-03-01,2024-03-31,2024-04-05,904,9.97,56.16,10,60.81,108.88,922.05,Bank Transfer,Paid,1,834
PAY-00303,DRV-003,2024-03-01,2024-03-31,2024-04-05,766,0.0,38.4,10,54.13,116.4,742.13,Bank Transfer,Paid,0,0
PAY-00304,DRV-004,2024-03-01,2024-03-31,2024-04-05,790,63.67,44.43,13,81.51,127.76,851.85,Bank Transfer,Paid,7,5379
PAY-00305,DRV-005,2024-03-01,2024-03-31,2024-04-05,690,18.71,22.98,17,96.38,85.05,743.03,Bank Transfer,Paid,2,1938
PAY-00306,DRV-006,2024-03-01,2024-03-31,2024-04-05,712,0.0,67.58,15,77.29,117.71,739.16,Bank Transfer,Paid,0,0
PAY-00307,DRV-007,2024-03-01,2024-03-31,2024-04-05,878,54.22,38.71,23,155.09,115.44,1010.58,Bank Transfer,Paid,5,4261
PAY-00308,DRV-008,2024-03-01,2024-03-31,2024-04-05,738,0.0,0,11,59.74,119.41,678.33,Bank Transfer,Paid,0,0
PAY-00309,DRV-009,2024-03-01,2024-03-31,2024-04-05,669,0.0,31.23,5,29.66,87.22,642.68,Bank Transfer,Paid,0,0
PAY-00310,DRV-010,2024-03-01,2024-03-31,2024-04-05,738,0.0,0,16,80.62,116.37,702.25,Bank Transfer,Paid,0,0
PAY-00311,DRV-011,2024-03-01,2024-03-31,2024-04-05,921,0.0,0,1,5.99,130.06,796.93,Bank Transfer,Paid,0,0
PAY-00312,DRV-012,2024-03-01,2024-03-31,2024-04-05,746,0.0,0,7,43.62,107.36,682.26,Bank Transfer,Paid,0,0
PAY-00313,DRV-013,2024-03-01,2024-03-31,2024-04-05,743,35.63,21.26,7,42.76,106.75,735.9,Bank Transfer,Paid,3,538
PAY-00314,DRV-014,2024-03-01,2024-03-31,2024-04-05,923,0.0,0,14,80.68,144.29,859.4,Bank Transfer,Paid,0,0
PAY-00315,DRV-015,2024-03-01,2024-03-31,2024-04-05,906,57.75,50.0,0,0.0,140.35,873.39,Bank Transfer,Paid,5,4740
PAY-00316,DRV-016,2024-03-01,2024-03-31,2024-04-05,906,0.0,43.95,11,65.15,158.01,857.08,Bank Transfer,Paid,0,0
PAY-00317,DRV-017,2024-03-01,2024-03-31,2024-04-05,788,0.0,26.49,2,11.41,101.1,724.8,Bank Transfer,Paid,0,0
PAY-00318,DRV-018,2024-03-01,2024-03-31,2024-04-05,880,8.89,32.87,5,27.59,108.08,841.26,Bank Transfer,Paid,1,1381
PAY-00319,DRV-019,2024-03-01,2024-03-31,2024-04-05,797,0.0,26.87,24,164.26,143.4,844.73,Bank Transfer,Paid,0,0
PAY-00320,DRV-020,2024-03-01,2024-03-31,2024-04-05,832,0.0,67.33,11,66.28,143.11,822.51,Bank Transfer,Paid,0,0
PAY-00321,DRV-021,2024-03-01,2024-03-31,2024-04-05,822,26.82,0,18,99.62,144.61,803.82,Bank Transfer,Paid,3,716
PAY-00322,DRV-022,2024-03-01,2024-03-31,2024-04-05,935,58.86,74.92,8,47.26,162.08,953.96,Bank Transfer,Paid,5,2867
PAY-00323,DRV-023,2024-03-01,2024-03-31,2024-04-05,946,0.0,0,23,132.5,154.71,923.79,Bank Transfer,Paid,0,0
PAY-00324,DRV-024,2024-03-01,2024-03-31,2024-04-05,910,0.0,74.72,13,69.25,161.92,892.06,Bank Transfer,Paid,0,0
PAY-00325,DRV-025,2024-03-01,2024-03-31,2024-04-05,840,0.0,0,1,6.53,121.33,725.21,Bank Transfer,Paid,0,0
PAY-00326,DRV-026,2024-03-01,2024-03-31,2024-04-05,760,0.0,44.77,22,116.81,128.62,792.96,Bank Transfer,Paid,0,0
PAY-00327,DRV-027,2024-03-01,2024-03-31,2024-04-05,681,8.64,45.51,0,0.0,105.6,629.55,Bank Transfer,Paid,1,222
PAY-00328,DRV-028,2024-03-01,2024-03-31,2024-04-05,778,60.55,0,22,141.16,132.24,847.47,Bank Transfer,Paid,6,3703
PAY-00329,DRV-029,2024-03-01,2024-03-31,2024-04-05,803,64.59,48.88,8,53.88,109.05,861.29,Bank Transfer,Paid,6,2675
PAY-00330,DRV-030,2024-03-01,2024-03-31,2024-04-05,705,16.81,58.74,24,143.43,123.11,800.88,Bank Transfer,Paid,2,1535
PAY-00331,DRV-031,2024-03-01,2024-03-31,2024-04-05,757,65.44,0,0,0.0,118.81,703.62,Bank Transfer,Paid,8,5603
PAY-00332,DRV-032,2024-03-01,2024-03-31,2024-04-05,826,57.01,46.93,3,18.39,105.52,842.81,Bank Transfer,Paid,5,1405
PAY-00333,DRV-033,2024-03-01,2024-03-31,2024-04-05,721,0.0,0,6,30.37,92.79,658.58,Bank Transfer,Paid,0,0
PAY-00334,DRV-034,2024-03-01,2024-03-31,2024-04-05,792,56.21,0,17,117.89,124.22,841.88,Bank Transfer,Paid,6,3837
PAY-00335,DRV-035,2024-03-01,2024-03-31,2024-04-05,671,0.0,0,19,105.45,87.0,689.45,Bank Transfer,Paid,0,0
PAY-00336,DRV-036,2024-03-01,2024-03-31,2024-04-05,682,10.91,56.61,6,31.24,118.64,662.12,Bank Transfer,Paid,1,1351
PAY-00337,DRV-037,2024-03-01,2024-03-31,2024-04-05,775,0.0,36.68,0,0.0,124.03,687.65,Bank Transfer,Paid,0,0
PAY-00338,DRV-038,2024-03-01,2024-03-31,2024-04-05,692,0.0,40.33,23,136.57,119.12,749.78,Bank Transfer,Paid,0,0
PAY-00339,DRV-039,2024-03-01,2024-03-31,2024-04-05,828,49.1,0,3,19.24,134.54,761.8,Bank Transfer,Paid,6,4323
PAY-00340,DRV-040,2024-03-01,2024-03-31,2024-04-05,787,11.68,32.87,5,34.05,133.46,732.14,Bank Transfer,Paid,1,1395
PAY-00341,DRV-041,2024-03-01,2024-03-31,2024-04-05,787,34.11,0,18,94.65,130.63,785.13,Bank Transfer,Paid,4,3071
PAY-00342,DRV-042,2024-03-01,2024-03-31,2024-04-05,892,0.0,0,19,96.64,144.58,844.07,Bank Transfer,Paid,0,0
PAY-00343,DRV-043,2024-03-01,2024-03-31,2024-04-05,671,0.0,0,17,112.5,115.66,667.83,Bank Transfer,Paid,0,0
PAY-00344,DRV-044,2024-03-01,2024-03-31,2024-04-05,685,51.56,56.21,9,58.41,112.31,738.87,Bank Transfer,Paid,6,4995
PAY-00345,DRV-045,2024-03-01,2024-03-31,2024-04-05,761,0.0,43.84,20,105.43,100.56,809.71,Bank Transfer,Paid,0,0
PAY-00346,DRV-046,2024-03-01,2024-03-31,2024-04-05,902,0.0,44.63,24,159.36,156.54,949.45,Bank Transfer,Paid,0,0
PAY-00347,DRV-047,2024-03-01,2024-03-31,2024-04-05,799,63.76,37.11,8,55.88,119.48,836.26,Bank Transfer,Paid,7,2975
PAY-00348,DRV-048,2024-03-01,2024-03-31,2024-04-05,825,21.74,61.53,11,61.21,108.82,860.65,Bank Transfer,Paid,2,1675
PAY-00349,DRV-049,2024-03-01,2024-03-31,2024-04-05,658,57.51,68.55,20,133.95,92.82,825.19,Bank Transfer,Paid,6,2330
PAY-00350,DRV-050,2024-03-01,2024-03-31,2024-04-05,825,0.0,67.55,3,16.59,138.68,770.45,Bank Transfer,Paid,0,0
PAY-00351,DRV-051,2024-03-01,2024-03-31,2024-04-05,806,0.0,85.1,20,123.91,97.28,917.73,Bank Transfer,Paid,0,0
PAY-00352,DRV-052,2024-03-01,2024-03-31,2024-04-05,851,0.0,73.21,5,26.26,130.36,820.11,Bank Transfer,Paid,0,0
PAY-00353,DRV-053,2024-03-01,2024-03-31,2024-04-05,846,46.0,45.58,13,65.5,111.24,891.83,Bank Transfer,Paid,4,3190
PAY-00354,DRV-054,2024-03-01,2024-03-31,2024-04-05,931,19.66,18.15,22,128.28,163.37,933.72,Bank Transfer,Paid,2,907
PAY-00355,DRV-055,2024-03-01,2024-03-31,2024-04-05,839,17.11,0,22,126.5,123.21,859.39,Bank Transfer,Paid,2,150
PAY-00356,DRV-056,2024-03-01,2024-03-31,2024-04-05,921,11.3,44.87,19,125.31,162.55,939.93,Bank Transfer,Paid,1,786
PAY-00357,DRV-057,2024-03-01,2024-03-31,2024-04-05,926,23.55,0,21,115.2,140.88,923.87,Bank Transfer,Paid,2,374
PAY-00358,DRV-058,2024-03-01,2024-03-31,2024-04-05,926,0.0,29.32,4,26.55,114.12,867.74,Bank Transfer,Paid,0,0
PAY-00359,DRV-059,2024-03-01,2024-03-31,2024-04-05,878,0.0,50.9,10,64.75,110.43,883.22,Bank Transfer,Paid,0,0
PAY-00360,DRV-060,2024-03-01,2024-03-31,2024-04-05,665,0.0,38.01,12,83.09,81.52,704.58,Bank Transfer,Paid,0,0
PAY-00361,DRV-061,2024-03-01,2024-03-31,2024-04-05,768,0.0,53.55,22,137.22,104.74,854.03,Bank Transfer,Paid,0,0
PAY-00362,DRV-062,2024-03-01,2024-03-31,2024-04-05,782,0.0,53.14,15,92.65,113.58,814.21,Bank Transfer,Paid,0,0
PAY-00363,DRV-063,2024-03-01,2024-03-31,2024-04-05,932,0.0,46.51,10,54.93,122.34,911.1,Bank Transfer,Paid,0,0
PAY-00364,DRV-064,2024-03-01,2024-03-31,2024-04-05,674,0.0,0,13,79.29,87.09,666.2,Bank Transfer,Paid,0,0
PAY-00365,DRV-065,2024-03-01,2024-03-31,2024-04-05,709,38.4,36.44,7,36.8,92.92,727.72,Bank Transfer,Paid,4,2527
PAY-00366,DRV-066,2024-03-01,2024-03-31,2024-04-05,901,0.0,44.99,10,59.36,147.75,857.6,Bank Transfer,Paid,0,0
PAY-00367,DRV-067,2024-03-01,2024-03-31,2024-04-05,847,0.0,0,2,12.08,143.56,715.52,Bank Transfer,Paid,0,0
PAY-00368,DRV-068,2024-03-01,2024-03-31,2024-04-05,918,0.0,52.37,25,170.64,132.85,1008.16,Bank Transfer,Paid,0,0
PAY-00369,DRV-069,2024-03-01,2024-03-31,2024-04-05,770,0.0,0,10,59.33,123.82,705.51,Bank Transfer,Paid,0,0
PAY-00370,DRV-070,2024-03-01,2024-03-31,2024-04-05,847,45.59,0,20,128.88,121.96,899.52,Bank Transfer,Paid,5,2068
PAY-00371,DRV-071,2024-03-01,2024-03-31,2024-04-05,765,37.83,61.0,11,55.2,102.34,816.69,Bank Transfer,Paid,4,1865
PAY-00372,DRV-072,2024-03-01,2024-03-31,2024-04-05,936,0.0,50.01,18,115.24,167.21,934.04,Bank Transfer,Paid,0,0
PAY-00373,DRV-073,2024-03-01,2024-03-31,2024-04-05,743,0.0,29.33,1,5.3,126.58,651.05,Bank Transfer,Paid,0,0
PAY-00374,DRV-074,2024-03-01,2024-03-31,2024-04-05,925,0.0,40.99,25,141.15,153.15,953.99,Bank Transfer,Paid,0,0
PAY-00375,DRV-075,2024-03-01,2024-03-31,2024-04-05,881,0.0,0,11,72.87,142.19,811.68,Bank Transfer,Paid,0,0
