fuel_id,trip_id,asset_id,driver_id,refuel_date,refuel_time,country,location,fuel_station,fuel_type,liters_purchased,price_per_liter_local,total_cost_local,total_cost_usd,odometer_reading,fuel_efficiency_km_per_liter,payment_method,receipt_number
FUEL-00136,TRP-0136,AST-059,DRV-048,2025-02-17,00:00:00,Uganda,Entebbe,Puma Energy - Entebbe,Diesel,48.9,6200,303180.0,81.86,174072,6.2,Cash,FUEL-19774
FUEL-00137,TRP-0137,AST-051,DRV-098,2024-09-11,00:00:00,Kenya,Eldoret,Shell - Eldoret,Diesel,140.5,175,24587.5,189.32,172930,6.4,Cash,FUEL-14031
FUEL-00138,TRP-0138,AST-013,DRV-048,2024-05-23,00:00:00,Uganda,Gulu,Puma Energy - Gulu,Diesel,94.1,6200,583420.0,157.52,238103,5.7,Company Card,FUEL-14579
FUEL-00139,TRP-0139,AST-019,DRV-071,2024-05-28,00:00:00,Kenya,Kisumu,Total - Kisumu,Diesel,65.5,175,11462.5,88.26,131057,6.2,Cash,FUEL-92444
FUEL-00140,TRP-0140,AST-057,DRV-031,2024-03-05,00:00:00,Uganda,Mbarara,Total - Mbarara,Diesel,117.4,6200,727880.0,196.53,225449,6.1,Cash,FUEL-19755
FUEL-00141,TRP-0141,AST-097,DRV-130,2024-12-18,00:00:00,Kenya,Eldoret,Shell - Eldoret,Diesel,58.4,175,10220.0,78.69,96301,6.1,Company Card,FUEL-78723
FUEL-00142,TRP-0142,AST-084,DRV-133,2024-03-22,00:00:00,Tanzania,Arusha,Shell - Arusha,Diesel,96.2,4850,466570.0,186.63,231335,5.1,Cash,FUEL-45426
FUEL-00143,TRP-0143,AST-042,DRV-053,2024-12-01,00:00:00,Tanzania,Dodoma,Shell - Dodoma,Diesel,108.5,4850,526225.0,210.49,150528,5.3,Company Card,FUEL-35435
FUEL-00144,TRP-0144,AST-101,DRV-109,2024-08-30,00:00:00,Ethiopia,Addis Ababa,Kobil - Addis Ababa,Diesel,115.6,67,7745.2,139.41,210745,5.6,Company Card,FUEL-10185
FUEL-00145,TRP-0145,AST-022,DRV-140,2024-12-03,00:00:00,Rwanda,Ruhengeri,Shell - Ruhengeri,Diesel,18.3,1470,26901.0,20.71,219428,6.1,Company Card,FUEL-43370
FUEL-00146,TRP-0146,AST-116,DRV-122,2024-09-04,00:00:00,Uganda,Jinja,Kobil - Jinja,Diesel,100.9,6200,625580.0,168.91,47596,6.0,Cash,FUEL-30932
FUEL-00147,TRP-0147,AST-109,DRV-047,2024-12-03,00:00:00,Kenya,Eldoret,Kobil - Eldoret,Diesel,63.8,175,11165.0,85.97,161379,5.2,Company Card,FUEL-21232
FUEL-00148,TRP-0148,AST-101,DRV-109,2024-03-28,00:00:00,Ethiopia,Addis Ababa,Shell - Addis Ababa,Diesel,22.1,67,1480.7,26.65,210608,5.1,Cash,FUEL-73441
FUEL-00149,TRP-0149,AST-013,DRV-048,2024-04-20,00:00:00,Uganda,Entebbe,Kobil - Entebbe,Diesel,113.1,6200,701220.0,189.33,236910,5.2,Cash,FUEL-39731
FUEL-00150,TRP-0150,AST-068,DRV-118,2024-05-17,00:00:00,Uganda,Entebbe,Puma Energy - Entebbe,Diesel,108.7,6200,673940.0,181.96,79683,5.1,Company Card,FUEL-82681
FUEL-00151,TRP-0151,AST-109,DRV-047,2024-03-15,00:00:00,Kenya,Nairobi,Kobil - Nairobi,Diesel,94.9,175,16607.5,127.88,160031,5.4,Company Card,FUEL-23614
FUEL-00152,TRP-0152,AST-037,DRV-101,2024-06-11,00:00:00,Kenya,Eldoret,Shell - Eldoret,Diesel,64.6,175,11305.0,87.05,150880,5.6,Company Card,FUEL-24248
FUEL-00153,TRP-0153,AST-038,DRV-119,2024-08-02,00:00:00,Kenya,Kisumu,Shell - Kisumu,Diesel,242.2,175,42385.0,326.36,41578,5.1,Cash,FUEL-92201
FUEL-00154,TRP-0154,AST-088,DRV-049,2024-09-09,00:00:00,Ethiopia,Gondar,Shell - Gondar,Diesel,54.0,67,3618.0,65.12,222883,6.1,Cash,FUEL-80737
FUEL-00155,TRP-0155,AST-025,DRV-031,2025-01-13,00:00:00,Uganda,Kampala,Puma Energy - Kampala,Diesel,114.0,6200,706800.0,190.84,188309,6.4,Company Card,FUEL-51012
FUEL-00156,TRP-0156,AST-028,DRV-092,2025-01-27,00:00:00,Kenya,Nakuru,Kobil - Nakuru,Diesel,130.6,175,22855.0,175.98,131873,5.2,Company Card,FUEL-57530
FUEL-00157,TRP-0157,AST-048,DRV-034,2024-07-24,00:00:00,Kenya,Nakuru,Kobil - Nakuru,Diesel,61.8,175,10815.0,83.28,180413,5.8,Cash,FUEL-86847
FUEL-00158,TRP-0158,AST-028,DRV-092,2024-12-02,00:00:00,Kenya,Kisumu,Puma Energy - Kisumu,Diesel,186.6,175,32655.0,251.44,137699,6.5,Company Card,FUEL-86612
FUEL-00159,TRP-0159,AST-018,DRV-029,2024-09-10,00:00:00,Kenya,Nakuru,Puma Energy - Nakuru,Diesel,11.7,175,2047.5,15.77,212212,5.9,Company Card,FUEL-12572
FUEL-00160,TRP-0160,AST-029,DRV-105,2024-05-24,00:00:00,Kenya,Nakuru,Total - Nakuru,Diesel,69.8,175,12215.0,94.06,108592,6.5,Company Card,FUEL-11315
FUEL-00161,TRP-0161,AST-003,DRV-105,2024-04-27,00:00:00,Kenya,Nairobi,Puma Energy - Nairobi,Diesel,102.2,175,17885.0,137.71,174509,5.8,Company Card,FUEL-52657
FUEL-00162,TRP-0162,AST-011,DRV-085,2024-05-17,00:00:00,Kenya,Kisumu,Kobil - Kisumu,Diesel,152.8,175,26740.0,205.9,168033,5.5,Company Card,FUEL-65638
FUEL-00163,TRP-0163,AST-075,DRV-101,2024-10-09,00:00:00,Kenya,Kisumu,Kobil - Kisumu,Diesel,126.1,175,22067.5,169.92,27872,5.3,Company Card,FUEL-90108
FUEL-00164,TRP-0164,AST-019,DRV-071,2024-10-06,00:00:00,Kenya,Nakuru,Total - Nakuru,Diesel,179.7,175,31447.5,242.15,132370,5.1,Company Card,FUEL-96636
FUEL-00165,TRP-0165,AST-075,DRV-101,2024-09-14,00:00:00,Kenya,Kisumu,Shell - Kisumu,Diesel,126.0,175,22050.0,169.78,24345,5.6,Company Card,FUEL-96946
FUEL-00166,TRP-0166,AST-038,DRV-119,2024-03-22,00:00:00,Kenya,Nairobi,Total - Nairobi,Diesel,148.0,175,25900.0,199.43,38132,6.4,Cash,FUEL-15226
FUEL-00167,TRP-0167,AST-110,DRV-028,2025-02-08,00:00:00,Uganda,Entebbe,Puma Energy - Entebbe,Diesel,112.1,6200,695020.0,187.66,151208,5.1,Cash,FUEL-90153
FUEL-00168,TRP-0168,AST-082,DRV-047,2024-04-22,00:00:00,Kenya,Nairobi,Kobil - Nairobi,Diesel,124.6,175,21805.0,167.9,163879,5.2,Cash,FUEL-63481
FUEL-00169,TRP-0169,AST-034,DRV-099,2024-07-07,00:00:00,Ethiopia,Addis Ababa,Puma Energy - Addis Ababa,Diesel,93.6,67,6271.2,112.88,48193,5.2,Cash,FUEL-84339
FUEL-00170,TRP-0170,AST-046,DRV-117,2024-11-26,00:00:00,Kenya,Eldoret,Shell - Eldoret,Diesel,34.4,175,6020.0,46.35,36036,6.2,Cash,FUEL-12856
FUEL-00171,TRP-0171,AST-047,DRV-102,2024-10-04,00:00:00,Rwanda,Kigali,Kobil - Kigali,Diesel,65.7,1470,96579.0,74.37,28288,5.4,Cash,FUEL-85724
FUEL-00172,TRP-0172,AST-101,DRV-109,2024-03-13,00:00:00,Ethiopia,Addis Ababa,Shell - Addis Ababa,Diesel,53.2,67,3564.4,64.16,210423,5.9,Company Card,FUEL-88586
FUEL-00173,TRP-0173,AST-114,DRV-015,2024-02-13,00:00:00,Uganda,Entebbe,Shell - Entebbe,Diesel,94.1,6200,583420.0,157.52,198202,5.4,Company Card,FUEL-49967
FUEL-00174,TRP-0174,AST-095,DRV-005,2025-02-07,00:00:00,Rwanda,Butare,Puma Energy - Butare,Diesel,222.1,1470,326487.0,251.39,225444,5.7,Company Card,FUEL-68902
FUEL-00175,TRP-0175,AST-072,DRV-039,2024-11-04,00:00:00,Kenya,Mombasa,Total - Mombasa,Diesel,139.0,175,24325.0,187.3,136033,5.7,Cash,FUEL-96321
FUEL-00176,TRP-0176,AST-058,DRV-077,2024-06-27,00:00:00,Rwanda,Butare,Kobil - Butare,Diesel,24.0,1470,35280.0,27.17,32409,6.0,Company Card,FUEL-23367
FUEL-00177,TRP-0177,AST-075,DRV-101,2024-10-31,00:00:00,Kenya,Kisumu,Total - Kisumu,Diesel,68.1,175,11917.5,91.76,30220,5.7,Company Card,FUEL-63646
FUEL-00178,TRP-0178,AST-003,DRV-105,2024-02-26,00:00:00,Kenya,Nairobi,Puma Energy - Nairobi,Diesel,118.6,175,20755.0,159.81,175924,6.5,Company Card,FUEL-92782
FUEL-00179,TRP-0179,AST-082,DRV-047,2024-11-12,00:00:00,Kenya,Mombasa,Puma Energy - Mombasa,Diesel,92.9,175,16257.5,125.18,165037,5.5,Cash,FUEL-60900
FUEL-00180,TRP-0180,AST-082,DRV-047,2024-02-24,00:00:00,Kenya,Nairobi,Total - Nairobi,Diesel,103.7,175,18147.5,139.74,168655,5.5,Cash,FUEL-35603
FUEL-00181,TRP-0181,AST-102,DRV-140,2024-04-09,00:00:00,Rwanda,Gisenyi,Kobil - Gisenyi,Diesel,230.0,1470,338100.0,260.34,146889,5.1,Company Card,FUEL-30876
FUEL-00182,TRP-0182,AST-038,DRV-119,2025-02-17,00:00:00,Kenya,Mombasa,Kobil - Mombasa,Diesel,231.8,175,40565.0,312.35,39335,5.1,Cash,FUEL-20051
FUEL-00183,TRP-0183,AST-061,DRV-125,2024-06-07,00:00:00,Rwanda,Kigali,Puma Energy - Kigali,Diesel,138.4,1470,203448.0,156.65,86806,5.7,Cash,FUEL-89629
FUEL-00184,TRP-0184,AST-053,DRV-080,2024-11-28,00:00:00,Ethiopia,Bahir Dar,Total - Bahir Dar,Diesel,114.7,67,7684.9,138.33,73068,6.3,Company Card,FUEL-11817
FUEL-00185,TRP-0185,AST-015,DRV-116,2024-11-25,00:00:00,Uganda,Entebbe,Kobil - Entebbe,Diesel,137.3,6200,851260.0,229.84,126527,5.7,Cash,FUEL-54638
FUEL-00186,TRP-0186,AST-040,DRV-070,2024-02-25,00:00:00,Kenya,Nairobi,Puma Energy - Nairobi,Diesel,267.3,175,46777.5,360.19,196171,5.2,Cash,FUEL-31124
FUEL-00187,TRP-0187,AST-003,DRV-105,2024-11-03,00:00:00,Kenya,Kisumu,Kobil - Kisumu,Diesel,135.0,175,23625.0,181.91,179158,5.6,Cash,FUEL-96275
FUEL-00188,TRP-0188,AST-041,DRV-044,2024-04-04,00:00:00,Kenya,Nakuru,Total - Nakuru,Diesel,136.8,175,23940.0,184.34,204835,5.0,Cash,FUEL-89046
FUEL-00189,TRP-0189,AST-078,DRV-132,2024-02-09,00:00:00,Uganda,Jinja,Kobil - Jinja,Diesel,14.3,6200,88660.0,23.94,140332,6.3,Company Card,FUEL-55472
FUEL-00190,TRP-0190,AST-028,DRV-092,2024-10-23,00:00:00,Kenya,Mombasa,Kobil - Mombasa,Diesel,125.4,175,21945.0,168.98,132604,6.3,Cash,FUEL-94832
FUEL-00191,TRP-0191,AST-026,DRV-040,2024-08-21,00:00:00,Tanzania,Arusha,Total - Arusha,Diesel,134.7,4850,653295.0,261.32,223186,5.7,Company Card,FUEL-74310
FUEL-00192,TRP-0192,AST-022,DRV-140,2024-02-20,00:00:00,Rwanda,Kigali,Puma Energy - Kigali,Diesel,25.3,1470,37191.0,28.64,218236,5.2,Cash,FUEL-81213
FUEL-00193,TRP-0193,AST-063,DRV-133,2024-06-28,00:00:00,Tanzania,Dodoma,Total - Dodoma,Diesel,108.0,4850,523800.0,209.52,90963,5.8,Company Card,FUEL-67603
FUEL-00194,TRP-0194,AST-119,DRV-022,2024-03-28,00:00:00,Ethiopia,Dire Dawa,Kobil - Dire Dawa,Diesel,96.6,67,6472.2,116.5,174850,6.2,Cash,FUEL-91765
FUEL-00195,TRP-0195,AST-021,DRV-077,2025-02-05,00:00:00,Rwanda,Gisenyi,Total - Gisenyi,Diesel,119.8,1470,176106.0,135.6,114360,6.0,Cash,FUEL-80241
FUEL-00196,TRP-0196,AST-017,DRV-089,2024-11-30,00:00:00,Kenya,Eldoret,Puma Energy - Eldoret,Diesel,109.2,175,19110.0,147.15,147291,5.7,Company Card,FUEL-35911
FUEL-00197,TRP-0197,AST-085,DRV-113,2024-07-19,00:00:00,Tanzania,Dar es Salaam,Kobil - Dar es Salaam,Diesel,105.2,4850,510220.0,204.09,234141,6.3,Company Card,FUEL-94433
FUEL-00198,TRP-0198,AST-014,DRV-099,2024-06-26,00:00:00,Ethiopia,Bahir Dar,Kobil - Bahir Dar,Diesel,43.5,67,2914.5,52.46,209577,5.1,Company Card,FUEL-53694
FUEL-00199,TRP-0199,AST-098,DRV-044,2024-05-20,00:00:00,Kenya,Nairobi,Kobil - Nairobi,Diesel,109.0,175,19075.0,146.88,197916,5.6,Cash,FUEL-17312
FUEL-00200,TRP-0200,AST-067,DRV-060,2024-06-08,00:00:00,Rwanda,Ruhengeri,Shell - Ruhengeri,Diesel,18.9,1470,27783.0,21.39,22286,5.2,Cash,FUEL-74041
FUEL-00201,TRP-0201,AST-109,DRV-047,2024-10-27,00:00:00,Kenya,Eldoret,Kobil - Eldoret,Diesel,75.2,175,13160.0,101.33,156614,5.2,Company Card,FUEL-77751
FUEL-00202,TRP-0202,AST-100,DRV-054,2024-06-17,00:00:00,Tanzania,Arusha,Total - Arusha,Diesel,176.8,4850,857480.0,342.99,77219,5.5,Company Card,FUEL-70567
FUEL-00203,TRP-0203,AST-088,DRV-049,2024-09-12,00:00:00,Ethiopia,Gondar,Shell - Gondar,Diesel,13.6,67,911.2,16.4,219266,6.3,Company Card,FUEL-94377
FUEL-00204,TRP-0204,AST-107,DRV-004,2024-11-26,00:00:00,Kenya,Nairobi,Puma Energy - Nairobi,Diesel,161.4,175,28245.0,217.49,120375,6.4,Cash,FUEL-10481
FUEL-00205,TRP-0205,AST-029,DRV-105,2024-11-12,00:00:00,Kenya,Nairobi,Kobil - Nairobi,Diesel,179.9,175,31482.5,242.42,108431,6.4,Company Card,FUEL-89760
FUEL-00206,TRP-0206,AST-019,DRV-071,2024-11-09,00:00:00,Kenya,Mombasa,Puma Energy - Mombasa,Diesel,106.6,175,18655.0,143.64,136195,6.1,Cash,FUEL-17592
FUEL-00207,TRP-0207,AST-051,DRV-098,2024-05-31,00:00:00,Kenya,Mombasa,Total - Mombasa,Diesel,22.0,175,3850.0,29.64,176142,6.1,Cash,FUEL-68392
FUEL-00208,TRP-0208,AST-065,DRV-124,2024-06-08,00:00:00,Uganda,Mbarara,Kobil - Mbarara,Diesel,116.6,6200,722920.0,195.19,233288,5.2,Company Card,FUEL-38408
FUEL-00209,TRP-0209,AST-071,DRV-125,2024-05-03,00:00:00,Rwanda,Butare,Kobil - Butare,Diesel,50.5,1470,74235.0,57.16,35523,5.7,Cash,FUEL-64701
FUEL-00210,TRP-0210,AST-070,DRV-047,2024-07-14,00:00:00,Kenya,Mombasa,Shell - Mombasa,Diesel,78.3,175,13702.5,105.51,80703,5.8,Company Card,FUEL-94890
FUEL-00211,TRP-0211,AST-027,DRV-004,2024-12-24,00:00:00,Kenya,Nairobi,Kobil - Nairobi,Diesel,86.4,175,15120.0,116.42,178070,5.7,Company Card,FUEL-46835
FUEL-00212,TRP-0212,AST-003,DRV-105,2024-05-02,00:00:00,Kenya,Nairobi,Total - Nairobi,Diesel,40.0,175,7000.0,53.9,179438,5.5,Company Card,FUEL-64677
FUEL-00213,TRP-0213,AST-107,DRV-004,2024-05-06,00:00:00,Kenya,Nairobi,Total - Nairobi,Diesel,89.8,175,15715.0,121.01,113803,5.7,Cash,FUEL-15989
FUEL-00214,TRP-0214,AST-031,DRV-013,2024-06-19,00:00:00,Rwanda,Cyangugu,Shell - Cyangugu,Diesel,92.4,1470,135828.0,104.59,155868,6.1,Cash,FUEL-55295
FUEL-00215,TRP-0215,AST-101,DRV-109,2024-11-23,00:00:00,Ethiopia,Bahir Dar,Shell - Bahir Dar,Diesel,241.9,67,16207.3,291.73,207454,5.2,Company Card,FUEL-53485
FUEL-00216,TRP-0216,AST-070,DRV-047,2025-02-09,00:00:00,Kenya,Nairobi,Kobil - Nairobi,Diesel,58.7,175,10272.5,79.1,82342,6.2,Company Card,FUEL-19649
FUEL-00217,TRP-0217,AST-109,DRV-047,2024-01-03,00:00:00,Kenya,Nairobi,Kobil - Nairobi,Diesel,57.0,175,9975.0,76.81,159345,5.1,Cash,FUEL-14997
FUEL-00218,TRP-0218,AST-027,DRV-004,2024-12-13,00:00:00,Kenya,Nakuru,Puma Energy - Nakuru,Diesel,107.2,175,18760.0,144.45,175076,6.4,Company Card,FUEL-88928
FUEL-00219,TRP-0219,AST-049,DRV-103,2025-02-04,00:00:00,Kenya,Eldoret,Puma Energy - Eldoret,Diesel,120.9,175,21157.5,162.91,172603,5.2,Company Card,FUEL-66514
FUEL-00220,TRP-0220,AST-107,DRV-004,2024-10-24,00:00:00,Kenya,Eldoret,Shell - Eldoret,Diesel,20.8,175,3640.0,28.03,113093,6.5,Cash,FUEL-46910
FUEL-00221,TRP-0221,AST-042,DRV-053,2025-02-24,00:00:00,Tanzania,Arusha,Total - Arusha,Diesel,220.8,4850,1070880.0,428.35,147318,6.4,Company Card,FUEL-53171
FUEL-00222,TRP-0222,AST-029,DRV-105,2024-04-12,00:00:00,Kenya,Mombasa,Shell - Mombasa,Diesel,36.1,175,6317.5,48.64,113320,6.2,Company Card,FUEL-13505
FUEL-00223,TRP-0223,AST-016,DRV-056,2025-02-24,00:00:00,Uganda,Mbarara,Total - Mbarara,Diesel,126.0,6200,781200.0,210.92,245057,5.7,Cash,FUEL-29405
FUEL-00224,TRP-0224,AST-112,DRV-057,2024-12-23,00:00:00,Tanzania,Dodoma,Total - Dodoma,Diesel,94.2,4850,456870.0,182.75,169382,5.4,Company Card,FUEL-88891
FUEL-00225,TRP-0225,AST-041,DRV-044,2024-09-14,00:00:00,Kenya,Eldoret,Shell - Eldoret,Diesel,53.2,175,9310.0,71.69,205232,6.4,Company Card,FUEL-25734
FUEL-00226,TRP-0226,AST-113,DRV-076,2024-12-28,00:00:00,Rwanda,Cyangugu,Kobil - Cyangugu,Diesel,43.0,1470,63210.0,48.67,48065,5.3,Cash,FUEL-59694
FUEL-00227,TRP-0227,AST-076,DRV-041,2025-02-11,00:00:00,Kenya,Mombasa,Puma Energy - Mombasa,Diesel,90.8,175,15890.0,122.35,153965,6.0,Cash,FUEL-23121
FUEL-00228,TRP-0228,AST-098,DRV-044,2024-10-20,00:00:00,Kenya,Kisumu,Puma Energy - Kisumu,Diesel,18.8,175,3290.0,25.33,198208,6.2,Cash,FUEL-82916
FUEL-00229,TRP-0229,AST-042,DRV-053,2024-07-27,00:00:00,Tanzania,Dar es Salaam,Shell - Dar es Salaam,Diesel,95.7,4850,464145.0,185.66,149647,5.9,Cash,FUEL-30876
FUEL-00230,TRP-0230,AST-066,DRV-021,2024-02-21,00:00:00,Tanzania,Dar es Salaam,Total - Dar es Salaam,Diesel,46.8,4850,226980.0,90.79,160869,5.7,Company Card,FUEL-39991
FUEL-00231,TRP-0231,AST-063,DRV-133,2024-12-23,00:00:00,Tanzania,Arusha,Puma Energy - Arusha,Diesel,56.5,4850,274025.0,109.61,91440,6.1,Cash,FUEL-44334
FUEL-00232,TRP-0232,AST-012,DRV-065,2024-02-06,00:00:00,Tanzania,Mbeya,Total - Mbeya,Diesel,134.6,4850,652810.0,261.12,31860,6.4,Company Card,FUEL-59697
FUEL-00233,TRP-0233,AST-008,DRV-031,2024-04-10,00:00:00,Uganda,Gulu,Shell - Gulu,Diesel,115.8,6200,717960.0,193.85,110477,5.5,Company Card,FUEL-70181
FUEL-00234,TRP-0234,AST-109,DRV-047,2024-05-01,00:00:00,Kenya,Nairobi,Kobil - Nairobi,Diesel,51.8,175,9065.0,69.8,162999,5.4,Cash,FUEL-96312
FUEL-00235,TRP-0235,AST-097,DRV-130,2024-09-02,00:00:00,Kenya,Nairobi,Total - Nairobi,Diesel,67.0,175,11725.0,90.28,101053,6.3,Company Card,FUEL-75816
FUEL-00236,TRP-0236,AST-019,DRV-071,2024-02-23,00:00:00,Kenya,Nakuru,Shell - Nakuru,Diesel,191.3,175,33477.5,257.78,135091,5.4,Cash,FUEL-44391
FUEL-00237,TRP-0237,AST-010,DRV-030,2024-02-28,00:00:00,Tanzania,Dar es Salaam,Puma Energy - Dar es Salaam,Diesel,99.0,4850,480150.0,192.06,205911,6.0,Company Card,FUEL-21396
FUEL-00238,TRP-0238,AST-006,DRV-129,2024-01-17,00:00:00,Rwanda,Kigali,Shell - Kigali,Diesel,88.1,1470,129507.0,99.72,30530,5.9,Company Card,FUEL-35007
FUEL-00239,TRP-0239,AST-010,DRV-030,2024-03-24,00:00:00,Tanzania,Mwanza,Puma Energy - Mwanza,Diesel,87.7,4850,425345.0,170.14,199723,6.2,Company Card,FUEL-29553
FUEL-00240,TRP-0240,AST-095,DRV-005,2024-10-18,00:00:00,Rwanda,Butare,Puma Energy - Butare,Diesel,119.6,1470,175812.0,135.38,225014,6.4,Cash,FUEL-58910
FUEL-00241,TRP-0241,AST-029,DRV-105,2025-02-06,00:00:00,Kenya,Nakuru,Total - Nakuru,Diesel,111.1,175,19442.5,149.71,109507,6.5,Cash,FUEL-79398
FUEL-00242,TRP-0242,AST-015,DRV-116,2024-06-29,00:00:00,Uganda,Mbarara,Kobil - Mbarara,Diesel,105.8,6200,655960.0,177.11,126638,5.0,Cash,FUEL-38864
FUEL-00243,TRP-0243,AST-038,DRV-119,2024-07-27,00:00:00,Kenya,Kisumu,Total - Kisumu,Diesel,79.6,175,13930.0,107.26,38277,5.2,Company Card,FUEL-92356
FUEL-00244,TRP-0244,AST-100,DRV-054,2024-02-09,00:00:00,Tanzania,Mbeya,Total - Mbeya,Diesel,124.3,4850,602855.0,241.14,79420,5.5,Company Card,FUEL-81432
FUEL-00245,TRP-0245,AST-017,DRV-089,2024-04-28,00:00:00,Kenya,Nairobi,Puma Energy - Nairobi,Diesel,44.6,175,7805.0,60.1,143032,6.2,Cash,FUEL-77288
FUEL-00246,TRP-0246,AST-015,DRV-116,2025-02-01,00:00:00,Uganda,Entebbe,Shell - Entebbe,Diesel,138.4,6200,858080.0,231.68,125708,5.2,Cash,FUEL-57657
FUEL-00247,TRP-0247,AST-070,DRV-047,2024-08-28,00:00:00,Kenya,Nairobi,Puma Energy - Nairobi,Diesel,188.1,175,32917.5,253.46,79828,6.3,Cash,FUEL-45353
FUEL-00248,TRP-0248,AST-101,DRV-109,2024-11-11,00:00:00,Ethiopia,Addis Ababa,Puma Energy - Addis Ababa,Diesel,108.5,67,7269.5,130.85,202878,6.3,Cash,FUEL-73081
FUEL-00249,TRP-0249,AST-029,DRV-105,2024-11-28,00:00:00,Kenya,Nakuru,Puma Energy - Nakuru,Diesel,49.2,175,8610.0,66.3,108017,5.1,Cash,FUEL-27371
FUEL-00250,TRP-0250,AST-079,DRV-036,2025-01-09,00:00:00,Tanzania,Arusha,Shell - Arusha,Diesel,80.6,4850,390910.0,156.36,87934,6.1,Cash,FUEL-65206
FUEL-00251,TRP-0251,AST-003,DRV-105,2024-03-13,00:00:00,Kenya,Eldoret,Kobil - Eldoret,Diesel,158.0,175,27650.0,212.91,173143,5.2,Company Card,FUEL-49510
FUEL-00252,TRP-0252,AST-043,DRV-021,2024-08-15,00:00:00,Tanzania,Dar es Salaam,Total - Dar es Salaam,Diesel,238.4,4850,1156240.0,462.5,181341,6.0,Company Card,FUEL-79080
FUEL-00253,TRP-0253,AST-019,DRV-071,2024-02-21,00:00:00,Kenya,Eldoret,Kobil - Eldoret,Diesel,75.5,175,13212.5,101.74,133408,5.3,Company Card,FUEL-32757
FUEL-00254,TRP-0254,AST-011,DRV-085,2025-01-05,00:00:00,Kenya,Nairobi,Kobil - Nairobi,Diesel,108.1,175,18917.5,145.66,167928,5.4,Company Card,FUEL-36843
FUEL-00255,TRP-0255,AST-022,DRV-140,2024-09-05,00:00:00,Rwanda,Ruhengeri,Kobil - Ruhengeri,Diesel,121.7,1470,178899.0,137.75,220250,5.2,Cash,FUEL-19957
FUEL-00256,TRP-0256,AST-060,DRV-140,2025-01-31,00:00:00,Rwanda,Ruhengeri,Puma Energy - Ruhengeri,Diesel,48.6,1470,71442.0,55.01,194798,5.4,Cash,FUEL-39052
FUEL-00257,TRP-0257,AST-105,DRV-043,2024-04-22,00:00:00,Uganda,Kampala,Total - Kampala,Diesel,97.1,6200,602020.0,162.55,213600,5.5,Cash,FUEL-71980
FUEL-00258,TRP-0258,AST-097,DRV-130,2024-01-26,00:00:00,Kenya,Eldoret,Kobil - Eldoret,Diesel,115.7,175,20247.5,155.91,103258,5.0,Company Card,FUEL-53073
FUEL-00259,TRP-0259,AST-037,DRV-101,2024-07-22,00:00:00,Kenya,Kisumu,Puma Energy - Kisumu,Diesel,100.0,175,17500.0,134.75,153946,6.1,Company Card,FUEL-28604
FUEL-00260,TRP-0260,AST-119,DRV-022,2024-10-04,00:00:00,Ethiopia,Addis Ababa,Total - Addis Ababa,Diesel,80.3,67,5380.1,96.84,179521,5.6,Cash,FUEL-68243
FUEL-00261,TRP-0261,AST-098,DRV-044,2024-07-27,00:00:00,Kenya,Kisumu,Puma Energy - Kisumu,Diesel,120.3,175,21052.5,162.1,204234,5.2,Cash,FUEL-45498
FUEL-00262,TRP-0262,AST-017,DRV-089,2024-11-18,00:00:00,Kenya,Mombasa,Shell - Mombasa,Diesel,135.3,175,23677.5,182.32,140454,5.1,Company Card,FUEL-75786
FUEL-00263,TRP-0263,AST-078,DRV-132,2024-01-03,00:00:00,Uganda,Mbarara,Total - Mbarara,Diesel,92.5,6200,573500.0,154.84,139541,6.1,Cash,FUEL-98637
FUEL-00264,TRP-0264,AST-103,DRV-125,2024-02-28,00:00:00,Rwanda,Ruhengeri,Shell - Ruhengeri,Diesel,84.2,1470,123774.0,95.31,25204,6.0,Company Card,FUEL-82423
FUEL-00265,TRP-0265,AST-034,DRV-099,2024-04-14,00:00:00,Ethiopia,Mekele,Total - Mekele,Diesel,23.4,67,1567.8,28.22,49134,5.0,Company Card,FUEL-46076
FUEL-00266,TRP-0266,AST-010,DRV-030,2024-02-18,00:00:00,Tanzania,Dar es Salaam,Total - Dar es Salaam,Diesel,101.3,4850,491305.0,196.52,206094,5.5,Company Card,FUEL-93752
FUEL-00267,TRP-0267,AST-063,DRV-133,2024-05-10,00:00:00,Tanzania,Mwanza,Shell - Mwanza,Diesel,10.1,4850,48985.0,19.59,91434,6.2,Company Card,FUEL-53779
FUEL-00268,TRP-0268,AST-027,DRV-004,2024-08-30,00:00:00,Kenya,Mombasa,Shell - Mombasa,Diesel,91.0,175,15925.0,122.62,175676,6.1,Cash,FUEL-65073
FUEL-00269,TRP-0269,AST-108,DRV-116,2025-01-31,00:00:00,Uganda,Jinja,Total - Jinja,Diesel,62.7,6200,388740.0,104.96,195685,5.5,Company Card,FUEL-22056
FUEL-00270,TRP-0270,AST-025,DRV-031,2024-08-26,00:00:00,Uganda,Entebbe,Kobil - Entebbe,Diesel,18.4,6200,114080.0,30.8,184997,5.8,Cash,FUEL-73023
FUEL-00271,TRP-0271,AST-106,DRV-048,2024-11-27,00:00:00,Uganda,Gulu,Puma Energy - Gulu,Diesel,131.9,6200,817780.0,220.8,191133,5.0,Company Card,FUEL-37008
